ADMIN1_ID,ADMIN1_NAME
GEO.10_1,Samtskhe-Javakheti
GEO.11_1,Shida Kartli
GEO.12_1,Tbilisi
GGY.1_1,Alderney
GGY.3_1,Castel
GGY.4_1,Forest
GGY.7_1,Saint Andrew
GGY.8_1,Saint Martin
GGY.9_1,Saint Peter Port
GGY.10_1,Saint Pierre du Bois
GGY.11_1,Saint Sampson
GGY.12_1,Saint Saviour
GGY.13_1,Sark
GGY.14_1,Torteval
GGY.15_1,Vale
GHA1_2,Ahafo
GHA2_2,Ashanti
GHA3_2,Bono
GHA4_2,Bono East
GHA5_2,Central
GHA6_2,Eastern
GHA7_2,Greater Accra
GHA8_2,North East
GHA9_2,Northern
GHA10_2,Oti
GHA11_2,Savannah
GHA12_2,Upper East
GHA13_2,Upper West
GHA14_2,Volta
GHA15_2,Western
GHA16_2,Western North
GIN.1_1,Boké
GIN.2_1,Conakry
GIN.3_1,Faranah
GIN.4_1,Kankan
GIN.5_1,Kindia
GIN.6_1,Labé
GIN.7_1,Mamou
GIN.8_1,Nzérékoré
GLP.1_1,Basse-Terre
GLP.2_1,Pointe-à-Pitre
GMB.1_1,Banjul
GMB.2_1,Lower River
GMB.3_1,Maccarthy Island
GMB.4_1,North Bank
GMB.5_1,Upper River
GMB.6_1,Western
GNB.1_1,Bafatá
GNB.2_1,Biombo
GNB.3_1,Bissau
GNB.4_1,Bolama
GNB.5_1,Cacheu
GNB.6_1,Gabú
GNB.7_1,Oio
GNB.8_1,Quinara
GNB.9_1,Tombali
GNQ.1_1,Annobón
GNQ.2_1,Bioko Norte
GNQ.3_1,Bioko Sur
GNQ.4_1,Centro Sur
GNQ.5_1,Kié-Ntem
GNQ.6_1,Litoral
GNQ.7_1,Wele-Nzas
GRC.1_1,Aegean
GRC.2_1,Athos
GRC.3_1,Attica
GRC.4_1,Crete
GRC.5_1,Epirus and Western Macedonia
GRC.6_1,Macedonia and Thrace
GRC.7_1,"Peloponnese, Western Greece and"
GRC.8_1,Thessaly and Central Greece
GRD.1_1,Carriacou
GRD.2_1,Saint Andrew
GRD.3_1,Saint David
GRD.4_1,Saint George
GRD.5_1,Saint John
GRD.6_1,Saint Mark
GRD.7_1,Saint Patrick
GRL.1_1,Kujalleq
GRL.2_1,Northeast Greenland National Par
GRL.3_1,Qaasuitsup
GRL.4_1,Qeqqata
GRL.5_1,Sermersooq
GTM.1_1,Alta Verapaz
GTM.2_1,Baja Verapaz
GTM.3_1,Chimaltenango
GTM.4_1,Chiquimula
GTM.5_1,El Progreso
GTM.6_1,Escuintla
GTM.7_1,Guatemala
GTM.8_1,Huehuetenango
GTM.9_1,Izabal
GTM.10_1,Jalapa
GTM.11_1,Jutiapa
GTM.12_1,Petén
GTM.13_1,Quezaltenango
GTM.14_1,Quiché
GTM.15_1,Retalhuleu
GTM.16_1,Sacatepéquez
GTM.17_1,San Marcos
GTM.18_1,Santa Rosa
GTM.19_1,Sololá
GTM.20_1,Suchitepéquez
GTM.21_1,Totonicapán
GTM.22_1,Zacapa
GUF.1_1,Cayenne
GUF.2_1,Saint-Laurent-du-Maroni
GUM.1_1,Agana Heights
GUM.2_1,Agat
GUM.3_1,Asan
GUM.4_1,Barrigada
GUM.5_1,Chalan-Pago-Ordot
GUM.6_1,Dededo
GUM.7_1,Hagåtña
GUM.8_1,Inarajan
GUM.9_1,Mangilao
GUM.10_1,Merizo
GUM.11_1,Mongmong-Toto-Maite
GUM.12_1,Piti
GUM.13_1,Santa Rita
GUM.14_1,Sinajana
GUM.15_1,Talofofo
GUM.16_1,Tamuning
GUM.17_1,Umatac
GUM.18_1,Yigo
GUM.19_1,Yona
GUY.1_1,Barima-Waini
GUY.2_1,Cuyuni-Mazaruni
GUY.3_1,Demerara-Mahaica
GUY.4_1,East Berbice-Corentyne
GUY.5_1,Essequibo Islands-West Demerara
GUY.6_1,Mahaica-Berbice
GUY.7_1,Pomeroon-Supenaam
GUY.8_1,Potaro-Siparuni
GUY.9_1,Upper Demerara-Berbice
GUY.10_1,Upper Takutu-Upper Essequibo
HND.1_1,Atlántida
HND.2_1,Choluteca
HND.3_1,Colón
HND.4_1,Comayagua
HND.5_1,Copán
HND.6_1,Cortés
HND.7_1,El Paraíso
HND.8_1,Francisco Morazán
HND.9_1,Gracias a Dios
HND.10_1,Intibucá
HND.11_1,Islas de la Bahía
HND.12_1,La Paz
HND.13_1,Lempira
HND.14_1,Ocotepeque
HND.15_1,Olancho
HND.16_1,Santa Bárbara
HND.17_1,Valle
HND.18_1,Yoro
HRV.1_1,Bjelovarska-Bilogorska
HRV.2_1,Brodsko-Posavska
HRV.3_1,Dubrovacko-Neretvanska
HRV.4_1,Grad Zagreb
HRV.5_1,Istarska
HRV.6_1,Karlovacka
HRV.7_1,Koprivničko-Križevačka
HRV.8_1,Krapinsko-Zagorska
HRV.9_1,Licko-Senjska
HRV.10_1,Medimurska
HRV.11_1,Osjecko-Baranjska
HRV.12_1,Požeško-Slavonska
HRV.13_1,Primorsko-Goranska
HRV.14_1,Šibensko-Kninska
HRV.15_1,Sisacko-Moslavacka
HRV.16_1,Splitsko-Dalmatinska
HRV.17_1,Varaždinska
HRV.18_1,Viroviticko-Podravska
HRV.19_1,Vukovarsko-Srijemska
HRV.20_1,Zadarska
HRV.21_1,Zagrebačka
HTI.1_1,Centre
HTI.2_1,Grand'Anse
HTI.3_1,L'Artibonite
HTI.4_1,Nippes
HTI.7_1,Nord
HTI.5_1,Nord-Est
HTI.6_1,Nord-Ouest
HTI.8_1,Ouest
HTI.10_1,Sud
HTI.9_1,Sud-Est
HUN.1_1,Bács-Kiskun
HUN.2_1,Baranya
HUN.3_1,Békés
HUN.4_1,Borsod-Abaúj-Zemplén
HUN.5_1,Budapest
HUN.6_1,Csongrád
HUN.7_1,Fejér
HUN.8_1,Gyor-Moson-Sopron
HUN.9_1,Hajdú-Bihar
HUN.10_1,Heves
HUN.11_1,Jász-Nagykun-Szolnok
HUN.12_1,Komárom-Esztergom
HUN.13_1,Nógrád
HUN.14_1,Pest
HUN.15_1,Somogy
HUN.16_1,Szabolcs-Szatmár-Bereg
HUN.17_1,Tolna
HUN.18_1,Vas
HUN.19_1,Veszprém
HUN.20_1,Zala
IDN.1_1,Aceh
IDN.2_1,Bali
IDN.3_1,Bangka Belitung
IDN.4_1,Banten
IDN.5_1,Bengkulu
IDN.6_1,Gorontalo
IDN.7_1,Jakarta Raya
IDN.8_1,Jambi
IDN.9_1,Jawa Barat
IDN.10_1,Jawa Tengah
IDN.11_1,Jawa Timur
IDN.12_1,Kalimantan Barat
IDN.13_1,Kalimantan Selatan
IDN.14_1,Kalimantan Tengah
IDN.34_1,Kalimantan Timur
IDN.35_1,Kalimantan Utara
IDN.16_1,Kepulauan Riau
IDN.17_1,Lampung
IDN.19_1,Maluku
IDN.18_1,Maluku Utara
IDN.20_1,Nusa Tenggara Barat
IDN.21_1,Nusa Tenggara Timur
IDN.23_1,Papua
IDN.22_1,Papua Barat
IDN.24_1,Riau
IDN.25_1,Sulawesi Barat
IDN.26_1,Sulawesi Selatan
IDN.27_1,Sulawesi Tengah
IDN.28_1,Sulawesi Tenggara
IDN.29_1,Sulawesi Utara
IDN.30_1,Sumatera Barat
IDN.31_1,Sumatera Selatan
IDN.32_1,Sumatera Utara
IDN.33_1,Yogyakarta
IMN.1_2,Andreas
IMN.2_2,Arbory & Rushen
IMN.3_2,Ballaugh
IMN.4_2,Braddan
IMN.5_2,Bride
IMN.6_2,Castletown
IMN.7_2,Douglas
IMN.8_2,Garff
IMN.9_2,German
IMN.10_2,Jurby
IMN.11_2,Lezayre
IMN.12_2,Malew
IMN.13_2,Marown
IMN.14_2,Michael
IMN.15_2,Onchan
IMN.16_2,Patrick
IMN.17_2,Peel
IMN.18_2,Port Erin
IMN.19_2,Port Saint Mary
IMN.20_2,Ramsey
IMN.21_2,Santon
IRL.1_1,Carlow
IRL.2_1,Cavan
IRL.3_1,Clare
IRL.5_1,Donegal
IRL.6_1,Dublin
IRL.7_1,Galway
IRL.8_1,Kerry
IRL.9_1,Kildare
IRL.10_1,Kilkenny
IRL.11_1,Laois
IRL.12_1,Leitrim
IRL.13_1,Limerick
IRL.14_1,Longford
IRL.15_1,Louth
IRL.16_1,Mayo
IRL.17_1,Meath
IRL.18_1,Monaghan
IRL.19_1,Offaly
IRL.20_1,Roscommon
IRL.21_1,Sligo
IRL.22_1,Tipperary
IRL.23_1,Waterford
IRL.24_1,Westmeath
IRL.25_1,Wexford
IRL.26_1,Wicklow
IRL.4_1,Cork
IRN.1_1,Alborz
IRN.2_1,Ardebil
IRN.3_1,Bushehr
IRN.4_1,Chahar Mahall and Bakhtiari
IRN.5_1,East Azarbaijan
IRN.6_1,Esfahan
IRN.7_1,Fars
IRN.8_1,Gilan
IRN.9_1,Golestan
IRN.10_1,Hamadan
IRN.11_1,Hormozgan
IRN.12_1,Ilam
IRN.13_1,Kerman
IRN.14_1,Kermanshah
IRN.15_1,Khuzestan
IRN.16_1,Kohgiluyeh and Buyer Ahmad
IRN.17_1,Kordestan
IRN.18_1,Lorestan
IRN.19_1,Markazi
IRN.20_1,Mazandaran
IRN.21_1,North Khorasan
IRN.22_1,Qazvin
IRN.23_1,Qom
IRN.24_1,Razavi Khorasan
IRN.25_1,Semnan
IRN.26_1,Sistan and Baluchestan
IRN.27_1,South Khorasan
IRN.28_1,Tehran
IRN.29_1,West Azarbaijan
IRN.30_1,Yazd
IRN.31_1,Zanjan
IRQ.1_1,Al-Anbar
IRQ.2_1,Al-Basrah
IRQ.3_1,Al-Muthannia
IRQ.4_1,Al-Qadisiyah
IRQ.5_1,An-Najaf
IRQ.6_1,Arbil
IRQ.7_1,As-Sulaymaniyah
IRQ.8_1,At-Ta'mim
IRQ.9_1,Babil
IRQ.10_1,Baghdad
IRQ.11_1,Dhi-Qar
IRQ.12_1,Dihok
IRQ.13_1,Diyala
IRQ.14_1,Karbala'
IRQ.15_1,Maysan
IRQ.16_1,Ninawa
IRQ.17_1,Sala ad-Din
IRQ.18_1,Wasit
ISL.1_1,Austurland
ISL.3_1,Höfuðborgarsvæði
ISL.2_1,Norðurland eystra
ISL.4_1,Norðurland vestra
ISL.5_1,Suðurland
ISL.6_1,Suðurnes
ISL.7_1,Vestfirðir
ISL.8_1,Vesturland
ISR.1_1,Golan
ISR.2_1,HaDarom
ISR.3_1,Haifa
ISR.4_1,HaMerkaz
ISR.5_1,HaZafon
ISR.6_1,Jerusalem
ISR.7_1,Tel Aviv
ITA.1_1,Abruzzo
ITA.2_1,Apulia
ITA.3_1,Basilicata
ITA.4_1,Calabria
ITA.5_1,Campania
ITA.6_1,Emilia-Romagna
ITA.7_1,Friuli-Venezia Giulia
ITA.8_1,Lazio
ITA.9_1,Liguria
ITA.10_1,Lombardia
ITA.11_1,Marche
ITA.12_1,Molise
ITA.13_1,Piemonte
ITA.14_1,Sardegna
ITA.15_1,Sicily
ITA.16_1,Toscana
ITA.17_1,Trentino-Alto Adige
ITA.18_1,Umbria
ITA.19_1,Valle d'Aosta
ITA.20_1,Veneto
JAM.1_1,Clarendon
JAM.2_1,Hanover
JAM.3_1,Kingston
JAM.4_1,Manchester
JAM.5_1,Portland
JAM.6_1,Saint Andrew
JAM.7_1,Saint Ann
JAM.8_1,Saint Catherine
JAM.9_1,Saint Elizabeth
JAM.10_1,Saint James
JAM.11_1,Saint Mary
JAM.12_1,Saint Thomas
JAM.13_1,Trelawny
JAM.14_1,Westmoreland
JEY.1_1,Grouville
JEY.2_1,Saint Berlade
JEY.3_1,Saint Clement
JEY.4_1,Saint Helier
JEY.5_1,Saint John
JEY.6_1,Saint Lawrence
JEY.7_1,Saint Martin
JEY.8_1,Saint Mary
JEY.9_1,Saint Ouen
JEY.10_1,Saint Peter
JEY.11_1,Saint Saviour
JEY.12_1,Trinity
JOR.1_1,Ajlun
JOR.2_1,Amman
JOR.3_1,Aqaba
JOR.4_1,Balqa
JOR.5_1,Irbid
JOR.6_1,Jarash
JOR.7_1,Karak
JOR.8_1,Ma`an
JOR.9_1,Madaba
JOR.10_1,Mafraq
JOR.11_1,Tafilah
JOR.12_1,Zarqa
JPN.1_1,Aichi
JPN.2_1,Akita
JPN.3_1,Aomori
JPN.4_1,Chiba
JPN.5_1,Ehime
JPN.6_1,Fukui
JPN.7_1,Fukuoka
JPN.8_1,Fukushima
JPN.9_1,Gifu
JPN.10_1,Gunma
JPN.11_1,Hiroshima
JPN.12_1,Hokkaido
JPN.13_1,Hyōgo
JPN.14_1,Ibaraki
JPN.15_1,Ishikawa
JPN.16_1,Iwate
JPN.17_1,Kagawa
JPN.18_1,Kagoshima
JPN.19_1,Kanagawa
JPN.20_1,Kochi
JPN.21_1,Kumamoto
JPN.22_1,Kyoto
JPN.23_1,Mie
JPN.24_1,Miyagi
JPN.25_1,Miyazaki
JPN.26_1,Nagano
JPN.27_1,Naoasaki
JPN.28_1,Nara
JPN.29_1,Niigata
JPN.30_1,Oita
JPN.31_1,Okayama
JPN.32_1,Okinawa
JPN.33_1,Osaka
JPN.34_1,Saga
JPN.35_1,Saitama
JPN.36_1,Shiga
JPN.37_1,Shimane
JPN.38_1,Shizuoka
JPN.39_1,Tochigi
JPN.40_1,Tokushima
JPN.41_1,Tokyo
JPN.42_1,Tottori
JPN.43_1,Toyama
JPN.44_1,Wakayama
JPN.45_1,Yamagata
JPN.46_1,Yamaguchi
JPN.47_1,Yamanashi
KAZ.1_1,Almaty
KAZ.2_1,Aqmola
KAZ.3_1,Aqtöbe
KAZ.4_1,Atyrau
KAZ.5_1,East Kazakhstan
KAZ.6_1,Mangghystau
KAZ.7_1,North Kazakhstan
KAZ.8_1,Pavlodar
KAZ.9_1,Qaraghandy
KAZ.10_1,Qostanay
KAZ.11_1,Qyzylorda
KAZ.12_1,South Kazakhstan
KAZ.13_1,West Kazakhstan
KAZ.14_1,Zhambyl
KEN.1_1,Baringo
KEN.2_1,Bomet
KEN.3_1,Bungoma
KEN.4_1,Busia
KEN.5_1,Elgeyo-Marakwet
KEN.6_1,Embu
KEN.7_1,Garissa
KEN.8_1,Homa Bay
KEN.9_1,Isiolo
KEN.10_1,Kajiado
KEN.11_1,Kakamega
KEN.12_1,Kericho
KEN.13_1,Kiambu
KEN.14_1,Kilifi
KEN.15_1,Kirinyaga
KEN.16_1,Kisii
KEN.17_1,Kisumu
KEN.18_1,Kitui
KEN.19_1,Kwale
KEN.20_1,Laikipia
KEN.21_1,Lamu
KEN.22_1,Machakos
KEN.23_1,Makueni
KEN.24_1,Mandera
KEN.25_1,Marsabit
KEN.26_1,Meru
KEN.27_1,Migori
KEN.28_1,Mombasa
KEN.29_1,Murang'a
KEN.30_1,Nairobi
KEN.31_1,Nakuru
KEN.32_1,Nandi
KEN.33_1,Narok
KEN.34_1,Nyamira
KEN.35_1,Nyandarua
KEN.36_1,Nyeri
KEN.37_1,Samburu
KEN.38_1,Siaya
KEN.39_1,Taita Taveta
KEN.40_1,Tana River
KEN.41_1,Tharaka-Nithi
KEN.42_1,Trans Nzoia
KEN.43_1,Turkana
KEN.44_1,Uasin Gishu
KEN.45_1,Vihiga
KEN.46_1,Wajir
KEN.47_1,West Pokot
KGZ.1_1,Batken
KGZ.2_1,Biškek
KGZ.3_1,Chüy
KGZ.4_1,Jalal-Abad
KGZ.5_1,Naryn
KGZ.7_1,Osh
KGZ.6_1,Osh (city)
KGZ.8_1,Talas
KGZ.9_1,Ysyk-Köl
KHM.1_1,Bântéay Méanchey
KHM.2_1,Batdâmbâng
KHM.3_1,Kâmpóng Cham
KHM.4_1,Kâmpóng Chhnang
KHM.5_1,Kâmpóng Spœ
KHM.6_1,Kâmpóng Thum
KHM.7_1,Kâmpôt
KHM.8_1,Kândal
KHM.9_1,Kaôh Kong
KHM.10_1,Kep
KHM.11_1,Krâchéh
KHM.12_1,Krong Pailin
KHM.13_1,Krong Preah Sihanouk
KHM.14_1,Môndól Kiri
KHM.15_1,Otdar Mean Chey
KHM.16_1,Phnom Penh
KHM.17_1,Pouthisat
KHM.18_1,Preah Vihéar
KHM.19_1,Prey Vêng
KHM.20_1,Rôtânôkiri
KHM.21_1,Siemréab
KHM.22_1,Stœng Trêng
KHM.23_1,Svay Rieng
KHM.24_1,Takêv
KHM.25_1,Tbong Khmum
KNA.1_1,Christ Church Nichola Town
KNA.2_1,Saint Anne Sandy Point
KNA.3_1,Saint George Basseterre
KNA.4_1,Saint George Gingerland
KNA.5_1,Saint James Windward
KNA.6_1,Saint John Capisterre
KNA.7_1,Saint John Figtree
KNA.8_1,Saint Mary Cayon
KNA.9_1,Saint Paul Capisterre
KNA.10_1,Saint Paul Charlestown
KNA.11_1,Saint Peter Basseterre
KNA.12_1,Saint Thomas Lowland
KNA.13_1,Saint Thomas Middle Island
KNA.14_1,Trinity Palmetto Point
KOR.1_1,Busan
KOR.2_1,Chungcheongbuk-do
KOR.3_1,Chungcheongnam-do
KOR.4_1,Daegu
KOR.5_1,Daejeon
KOR.6_1,Gangwon-do
KOR.7_1,Gwangju
KOR.8_1,Gyeonggi-do
KOR.9_1,Gyeongsangbuk-do
KOR.10_1,Gyeongsangnam-do
KOR.11_1,Incheon
KOR.12_1,Jeju
KOR.13_1,Jeollabuk-do
KOR.14_1,Jeollanam-do
KOR.15_1,Sejong
KOR.16_1,Seoul
KOR.17_1,Ulsan
KWT.1_1,Al Ahmadi
KWT.2_1,Al Farwaniyah
KWT.3_1,Al Jahrah
KWT.4_1,Al Kuwayt
KWT.5_1,Hawalli
KWT.6_1,Mubarak Al-Kabeer
LAO.1_1,Attapu
LAO.2_1,Bokeo
LAO.3_1,Bolikhamxai
LAO.4_1,Champasak
LAO.5_1,Houaphan
LAO.6_1,Khammouan
LAO.7_1,Louang Namtha
LAO.8_1,Louangphrabang
LAO.9_1,Oudômxai
LAO.10_1,Phôngsali
LAO.11_1,Saravan
LAO.12_1,Savannakhét
LAO.14_1,Vientiane
LAO.13_1,Vientiane [prefecture]
LAO.15_1,Xaignabouri
LAO.16_1,Xaisômboun
LAO.17_1,Xékong
LAO.18_1,Xiangkhoang
LBN.1_1,Akkar
LBN.2_1,Baalbak - Hermel
LBN.3_1,Beirut
LBN.4_1,Bekaa
LBN.5_1,Mount Lebanon
LBN.6_1,Nabatiyeh
LBN.7_1,North
LBN.8_1,South
LBR.1_1,Bomi
LBR.2_1,Bong
LBR.3_1,Gbapolu
LBR.5_1,Grand Bassa
LBR.4_1,Grand Cape Mount
LBR.6_1,Grand Gedeh
LBR.7_1,Grand Kru
LBR.8_1,Lofa
LBR.9_1,Margibi
LBR.10_1,Maryland
LBR.11_1,Montserrado
LBR.12_1,Nimba
LBR.14_1,River Gee
LBR.13_1,Rivercess
LBR.15_1,Sinoe
LBY.1_1,Al Butnan
LBY.2_1,Al Jabal al Akhdar
LBY.3_1,Al Jabal al Gharbi
LBY.4_1,Al Jifarah
LBY.5_1,Al Jufrah
LBY.6_1,Al Kufrah
LBY.7_1,Al Marj
LBY.8_1,Al Marqab
LBY.9_1,Al Wahat
LBY.10_1,An Nuqat al Khams
LBY.11_1,Az Zawiyah
LBY.12_1,Benghazi
LBY.13_1,Darnah
LBY.14_1,Ghat
LBY.15_1,Misratah
LBY.16_1,Murzuq
LBY.17_1,Nalut
LBY.18_1,Sabha
LBY.19_1,Surt
LBY.20_1,Tripoli
LBY.21_1,Wadi al Hayat
LBY.22_1,Wadi ash Shati'
LCA.1_1,Anse-la-Raye
LCA.2_1,Canaries
LCA.3_1,Castries
LCA.4_1,Choiseul
LCA.5_1,Dennery
LCA.6_1,Gros Islet
LCA.7_1,Laborie
LCA.8_1,Micoud
LCA.9_1,Soufrière
LCA.10_1,Vieux Fort
LIE.1_1,Balzers
LIE.2_1,Eschen
LIE.3_1,Gamprin
LIE.4_1,Mauren
LIE.5_1,Planken
LIE.6_1,Ruggell
LIE.7_1,Schaan
LIE.8_1,Schellenberg
LIE.9_1,Triesen
LIE.10_1,Triesenberg
LIE.11_1,Valduz
LKA.1_1,Ampara
LKA.2_1,Anuradhapura
LKA.3_1,Badulla
LKA.4_1,Batticaloa
LKA.5_1,Colombo
LKA.6_1,Galle
LKA.7_1,Gampaha
LKA.8_1,Hambantota
LKA.9_1,Jaffna
LKA.10_1,Kalutara
LKA.11_1,Kandy
LKA.12_1,Kegalle
LKA.13_1,Kilinochchi
LKA.14_1,Kurunegala
LKA.15_1,Mannar
LKA.16_1,Matale
LKA.17_1,Matara
LKA.18_1,Moneragala
LKA.19_1,Mullaitivu
LKA.20_1,Nuwara Eliya
LKA.21_1,Polonnaruwa
LKA.22_1,Puttalam
LKA.23_1,Ratnapura
LKA.24_1,Trincomalee
LKA.25_1,Vavuniya
LSO.1_1,Berea
LSO.2_1,Butha-Buthe
LSO.3_1,Leribe
LSO.4_1,Mafeteng
LSO.5_1,Maseru
LSO.6_1,Mohale's Hoek
LSO.7_1,Mokhotlong
LSO.8_1,Qacha's Nek
LSO.9_1,Quthing
LSO.10_1,Thaba-Tseka
LTU.1_1,Alytaus
LTU.2_1,Kauno
LTU.3_1,Klaipedos
LTU.4_1,Marijampoles
LTU.5_1,Panevezio
LTU.6_1,Šiauliai
LTU.7_1,Taurages
LTU.8_1,Telšiai
LTU.9_1,Utenos
LTU.10_1,Vilniaus
LUX.1_1,Diekirch
LUX.2_1,Grevenmacher
LUX.3_1,Luxembourg
LVA.1_1,Kurzeme
LVA.2_1,Latgale
LVA.3_1,Riga
LVA.4_1,Vidzeme
LVA.5_1,Zemgale
MAR.1_1,Chaouia - Ouardigha
MAR.2_1,Doukkala - Abda
MAR.3_1,Fès - Boulemane
MAR.4_1,Gharb - Chrarda - Béni Hssen
MAR.5_1,Grand Casablanca
MAR.6_1,Guelmim - Es-Semara
MAR.7_1,Laâyoune - Boujdour - Sakia El H
MAR.8_1,Marrakech - Tensift - Al Haouz
MAR.9_1,Meknès - Tafilalet
MAR.10_1,Oriental
MAR.11_1,Rabat - Salé - Zemmour - Zaer
MAR.12_1,Souss - Massa - Draâ
MAR.13_1,Tadla - Azilal
MAR.14_1,Tanger - Tétouan
MAR.15_1,Taza - Al Hoceima - Taounate
MDA.1_1,Anenii Noi
MDA.2_1,Bălţi
MDA.3_1,Basarabeasca
MDA.4_1,Bender
MDA.5_1,Briceni
MDA.6_1,Cahul
MDA.7_1,Calarasi
MDA.8_1,Cantemir
MDA.9_1,Causeni
MDA.10_1,Chişinău
MDA.11_1,Cimişlia
MDA.12_1,Criuleni
MDA.13_1,Donduseni
MDA.14_1,Drochia
MDA.15_1,Dubăsari
MDA.16_1,Edineţ
MDA.17_1,Făleşti
MDA.18_1,Floreşti
MDA.19_1,Găgăuzia
MDA.20_1,Glodeni
MDA.21_1,Hîncesti
MDA.22_1,Ialoveni
MDA.23_1,Leova
MDA.24_1,Nisporeni
MDA.25_1,Ocniţa
MDA.26_1,Orhei
MDA.27_1,Rezina
MDA.28_1,Rîşcani
MDA.29_1,Sîngerei
MDA.30_1,Şoldăneşti
MDA.31_1,Soroca
MDA.32_1,Ştefan Voda
MDA.33_1,Străşeni
MDA.34_1,Taraclia
MDA.35_1,Teleneşti
MDA.36_1,Transnistria
MDA.37_1,Ungheni
MDG.1_1,Antananarivo
MDG.2_1,Antsiranana
MDG.3_1,Fianarantsoa
MDG.4_1,Mahajanga
MDG.5_1,Toamasina
MDG.6_1,Toliary
MEX.1_1,Aguascalientes
MEX.3_1,Baja California
MEX.2_1,Baja California Sur
MEX.4_1,Campeche
MEX.5_1,Chiapas
MEX.6_1,Chihuahua
MEX.7_1,Coahuila
MEX.8_1,Colima
MEX.9_1,Distrito Federal
MEX.10_1,Durango
MEX.11_1,Guanajuato
MEX.12_1,Guerrero
MEX.13_1,Hidalgo
MEX.14_1,Jalisco
MEX.15_1,México
MEX.16_1,Michoacán
MEX.17_1,Morelos
MEX.18_1,Nayarit
MEX.19_1,Nuevo León
MEX.20_1,Oaxaca
MEX.21_1,Puebla
MEX.22_1,Querétaro
MEX.23_1,Quintana Roo
MEX.24_1,San Luis Potosí
MEX.25_1,Sinaloa
MEX.26_1,Sonora
MEX.27_1,Tabasco
MEX.28_1,Tamaulipas
MEX.29_1,Tlaxcala
MEX.30_1,Veracruz
MEX.31_1,Yucatán
MEX.32_1,Zacatecas
MHL.1_1,Ailinglaplap
MHL.2_1,Ailuk
MHL.3_1,Arno
MHL.4_1,Aur
MHL.5_1,Ebon
MHL.6_1,Enewetok
MHL.7_1,Jabat
MHL.8_1,Jaluit
MHL.9_1,Kwajalein
MHL.10_1,Lae
MHL.11_1,Lib
MHL.12_1,Likiep
MHL.13_1,Majuro
MHL.14_1,Maloelap
MHL.15_1,Mejit
MHL.16_1,Mili
MHL.17_1,Namorik
MHL.18_1,Namu
MHL.20_1,Ujae
MHL.21_1,Utirik
MHL.22_1,Wotho
MHL.23_1,Wotje
MHL.19_1,Marshall Islands
MKD.1_1,Aerodrom
MKD.2_1,Aracinovo
MKD.3_1,Berovo
MKD.4_1,Bitola
MKD.5_1,Bogdanci
MKD.6_1,Bogovinje
MKD.7_1,Bosilovo
MKD.8_1,Brvenica
MKD.9_1,Butel
MKD.10_1,Čair
MKD.11_1,Čaška
MKD.12_1,Centar
MKD.13_1,Centar župa
MKD.14_1,Češinovo-Obleševo
MKD.15_1,Čučer Sandevo
MKD.16_1,Debar
MKD.17_1,Debarca
MKD.18_1,Delčevo
MKD.19_1,Demir Hisar
MKD.20_1,Demir Kapija
MKD.21_1,Dolneni
MKD.23_1,Gazi Baba
MKD.24_1,Gevgelija
MKD.25_1,Gjorče Petrov
MKD.26_1,Gostivar
MKD.27_1,Gradsko
MKD.28_1,Ilinden
MKD.29_1,Jegunovtse
MKD.30_1,Karbinci
MKD.31_1,Karpoš
MKD.32_1,Kavadartsi
MKD.33_1,Kičevo
MKD.34_1,Kisela Voda
MKD.35_1,Kočani
MKD.36_1,Konče
MKD.37_1,Kratovo
MKD.38_1,Kriva Palanka
MKD.39_1,Krivogaštani
MKD.40_1,Kruševo
MKD.41_1,Kumanovo
MKD.42_1,Lake Ohrid
MKD.43_1,Lipkovo
MKD.44_1,Lozovo
MKD.45_1,Makedonska Kamenica
MKD.46_1,Makedonski Brod
MKD.47_1,Mavrovo and Rostuša
MKD.48_1,Mogila
MKD.49_1,Negotino
MKD.50_1,Novatsi
MKD.51_1,Novo Selo
MKD.52_1,Ohrid
MKD.54_1,Pehčevo
MKD.55_1,Petrovec
MKD.56_1,Plasnica
MKD.57_1,Prilep
MKD.58_1,Probištip
MKD.59_1,Radoviš
MKD.60_1,Rankovce
MKD.61_1,Resen
MKD.62_1,Rosoman
MKD.63_1,Saraj
MKD.64_1,Sopište
MKD.65_1,Star Dojran
MKD.66_1,Staro Nagoričane
MKD.67_1,Štip
MKD.68_1,Struga
MKD.69_1,Strumitsa
MKD.70_1,Studeničani
MKD.71_1,Šuto Orizari
MKD.72_1,Sveti Nikole
MKD.73_1,Tearce
MKD.74_1,Tetovo
MKD.75_1,Valandovo
MKD.76_1,Vasilevo
MKD.77_1,Veles
MKD.78_1,Vevčani
MKD.79_1,Vinitsa
MKD.81_1,Vrapčište
MKD.83_1,Zelenikovo
MKD.84_1,Želino
MKD.85_1,Zrnovci
MLI.1_1,Bamako
MLI.2_1,Gao
MLI.3_1,Kayes
MLI.4_1,Kidal
MLI.5_1,Koulikoro
MLI.6_1,Mopti
MLI.7_1,Ségou
MLI.8_1,Sikasso
MLI.9_1,Timbuktu
MLT.1_1,Ċentrali
MLT.2_1,Għawdex
MLT.3_1,Nofsinhar
MLT.4_1,Tramuntana
MLT.5_1,Xlokk
MMR.1_1,Ayeyarwady
MMR.2_1,Bago
MMR.3_1,Chin
MMR.4_1,Kachin
MMR.5_1,Kayah
MMR.6_1,Kayin
